
//
// Armor techs
//
ARMOR_NAME       | Technologies des blindages
MISSWPN_9_DETAIL    | Le missile le plus avancé disponible. Capable de frapper les vaisseaux ennemis pour 30 points de dégâts et de se déplacer à une vitesse de 5. Le missile est guidé par un ordinateur de ciblage +6.

MISSWPN_10_NAME      | Missiles à têtes multiples X
MISSWPN_10_BRIEF     | 2 coups, Mirvage X
MISSWPN_10_BRIEF2    | 5 coups, Mirvage X
MISSWPN_10_DETAIL    | Les versions Mirvage des missiles Stinger, se divisant en 10 ogives distinctes qui explosent chacune pour 15 points de dégâts, se déplacent à une vitesse de 3,5 et sont guidées par un ordinateur de ciblage +3.


//
// Personal Shield techs for ground combat
//
PERSSHIELD_NAME       | Technologies de protection individuelle
PERSSHIELD_DETAIL     | Équipement des troupes au sol

// default "no shield" tech that each player starts with
PERSSHIELD_0_NAME     | Cape
PERSSHIELD_0_DETAIL   | Belle cape de torero, mais ne protège pas vraiment.

PERSSHIELD_1_NAME     | Bouclier déflecteur personnel
PERSSHIELD_1_DETAIL   | Protège les troupes terrestres individuelles avec un champ de force directionnel. Ajoute +10 à toutes les batailles au sol.

PERSSHIELD_2_NAME     | Bouclier d'absorption personnel
PERSSHIELD_2_DETAIL   | Absorbe les dégâts de toutes les armes à main. Ajoute +20 à toutes les batailles au sol.

PERSSHIELD_3_NAME     | Bouclier barrière personnel
PERSSHIELD_3_DETAIL   | Enveloppe complètement le soldat dans un champ de force presque impénétrable. Ajoute +30 à tous les jets de combat au sol.


//
// Planetary Shield techs
//
PLANETSHIELD_0_NAME    | Boucliers Planétaires Classe V
PLANETSHIELD_0_DETAIL  | Absorbent 5 points de dégâts de toutes les attaques contre les surfaces des planètes, ajoutant aux boucliers déflecteurs de base de missiles.

PLANETSHIELD_1_NAME    | Boucliers Planétaires Classe X
PLANETSHIELD_1_DETAIL  | Absorbent 10 points de dégâts de toutes les attaques contre les surfaces des planètes, ajoutant aux boucliers déflecteurs de base de missiles.

PLANETSHIELD_2_NAME    | Boucliers Planétaires Classe XV
PLANETSHIELD_2_DETAIL  | Absorbent 15 points de dégâts de toutes les attaques contre les surfaces des planètes, ajoutant aux boucliers déflecteurs de base de missiles.

PLANETSHIELD_3_NAME    | Boucliers Planétaires Classe XX
PLANETSHIELD_3_DETAIL  | Absorbent 20 points de dégâts de toutes les attaques contre les surfaces des planètes, ajoutant aux boucliers déflecteurs de base de missiles.


//
// Repulsor tech
//
REPULSOR_0_NAME    | Faisceau repulseur
REPULSOR_0_BRIEF   | Fait reculer les vaisseaux ennemis d'une case
REPULSOR_0_DETAIL  | Repousse les vaisseaux ennemis à une case du vaisseau défenseur. Cette arme spéciale a une portée d'une case.


//
// Reserve Fuel tech
//
RSRVFUEL_0_NAME    | Réservoirs supplémentaires
RSRVFUEL_0_BRIEF   | Étend la portée du vaisseau de %1 années-lumière
RSRVFUEL_0_DETAIL  | Les réservoirs de carburant supplémentaires augmentent la portée du vaisseau.


//
// Robotic Controls techs
//
ROBOTCTRL_NAME       | Technologies de Commandes Robotiques
ROBOTCTRL_DETAIL     | Vos ouvriers commencent avec la capacité d'exploiter deux usines. Le coût de réaménagement pour mettre à niveau une usine à un niveau supérieur est la moitié du coût standard de chaque usine.

ROBOTCTRL_0_NAME     | Commandes robotiques améliorées III
ROBOTCTRL_0_DETAIL   | Permet de faire fonctionner 3 usines par habitant. Le coût de la mise à niveau est la moitié du coût standard de chaque usine.

ROBOTCTRL_1_NAME     | Commandes robotiques améliorées IV
ROBOTCTRL_1_DETAIL   | Permet de faire fonctionner 4 usines par habitant. Le coût de la mise à niveau est le coût standard de chaque usine.

ROBOTCTRL_2_NAME     | Commandes robotiques améliorées V
ROBOTCTRL_2_DETAIL   | Permet de faire fonctionner 5 usines par habitant. Le coût de la mise à niveau est une fois et demie le coût standard de chaque usine.

ROBOTCTRL_3_NAME     | Commandes robotiques améliorées VI
ROBOTCTRL_3_DETAIL   | Permet de faire fonctionner 6 usines par habitant. Le coût de la mise à niveau est le double du coût standard de chaque usine.

ROBOTCTRL_4_NAME     | Commandes robotiques améliorées VII
ROBOTCTRL_4_DETAIL   | Permet de faire fonctionner 7 usines par habitant. Le coût de la mise à niveau est de 2,5 fois le coût standard de chaque usine.


//
// Scanner techs
//
SCANNER_NAME         | Technologie des Scanner
SCANNER_DETAIL       | Les scanners de départ sont très limités. Ils ne peuvent détecter les vaisseaux ennemis que jusqu'à 3 années-lumière de distance, sans pouvoir vous dire où ils vont.<br>Vos vaisseaux ne détectent pas les vaisseaux ennemis à moins qu'ils ne soient en orbite autour de la même planète, auquel cas vous en serez généralement informé lorsqu'une bataille aura lieu.<br>Au fur et à mesure que vous développez les scanners de l'espace lointain, ces portées augmentent, donnant aux planètes et aux flottes un peu plus de temps pour prévenir les mouvements ennemis. Les scanners spatiaux améliorés et avancés fourniront également la destination du vaisseau et estimeront l'heure d'arrivée.

SCANNER_0_NAME       | Scanner de combat
SCANNER_0_BRIEF      | Scanne les vaisseaux ennemis au combat
SCANNER_0_DETAIL     | Révèle les spécifications techniques des vaisseaux spatiaux ennemis au combat.
SCANNER_0_INFO       | En plus de vous permettre d'examiner les caractéristiques d'une flotte ennemie, les scanners de combat ajoutent également +3 à l'indice d'initiative d'une groupe de vaisseau. Cela signifie que vous pouvez avoir un tir de réaction défensif face à l'ennemi qui approche ! Cela peut être un avantage formidable. (Et cela donne également un bonus d'attaque de +1)

SCANNER_1_NAME       | Scanner de l'espace lointain
SCANNER_1_BRIEF      | Détecte les vaisseaux jusqu'à 5 années-lumière
SCANNER_1_DETAIL     | Détecte les vaisseaux ennemis jusqu'à 5 années-lumière de vos colonies et 1 année-lumière de vos vaisseaux.

SCANNER_2_NAME       | Scanner spatial amélioré
SCANNER_2_BRIEF      | Détecte les vaisseaux et les destinations jusqu'à 7 années-lumière
SCANNER_2_DETAIL     | Détecte les vaisseaux ennemis jusqu'à 7 années-lumière de vos colonies et 2 années-lumière de vos vaisseaux. Les destinations ennemies peuvent être déterminées.

SCANNER_3_NAME       | Scanner spatial avancé
SCANNER_3_BRIEF      | Permet l'exploration de planètes jusqu'à 9 années-lumière
SCANNER_3_DETAIL     | Permet l'exploration de planètes à partir de bases de colonies jusqu'à 9 années-lumière et détecte les vaisseaux ennemis jusqu'à 3 années-lumière de vos vaisseaux.


//
// Ship Inertial techs
//
SHIPINERTIAL_0_NAME     | Stabilisateur inertiel
SHIPINERTIAL_0_BRIEF    | Ajoute +2 à la maniabilité
SHIPINERTIAL_0_DETAIL   | Réduit l'inertie des vaisseaux, ajoutant 2 Classes de maniabilité au combat (+2 défense et +1 Vitesse de combat).

SHIPINERTIAL_1_NAME     | Annulateur inertiel
SHIPINERTIAL_1_BRIEF    | Ajoute +4 à la maniabilité
SHIPINERTIAL_1_DETAIL   | Annule l'inertie des vaisseaux, ajoutant 4 classes de maniabilité au combat. Réduit également l'effet des attaques de Trou Noir de -30%.


//
// Technology Nullifier techs
//
SHIPNULLIFIER_0_NAME     | Annulateur de technologie
SHIPNULLIFIER_0_BRIEF    | Détruit les ordinateurs ennemis
SHIPNULLIFIER_0_DETAIL   | Brouille les ordinateurs de combat et l'ECM ennemis, les réduisant de 2 à 6 niveaux par attaque. Sa portée dépasse la plupart des armes des vaisseaux.
SHIPNULLIFIER_0_INFO     | Il n'existe aucune défense ni contre-mesure contre les neutralisateurs technologiques. Ils frappent automatiquement tout groupe de vaisseaux ennemis ciblés dans un rayon de quatre cases, brouillant leurs ordinateurs de combat et leurs systèmes ECM. Les coups sont cumulatifs et réduisent les ordinateurs de combat et les systèmes ECM de la cible de deux à six niveaux.<br>Notez que si les vaisseaux ennemis sont endommagés par des neutralisateurs technologiques alors que leurs missiles ou torpilles sont en route vers l'un de vos groupes de vaisseaux, cela réduira leur niveau d'attaque. Par conséquent, c'est toujours une bonne tactique de détruire les bases de missiles et les vaisseaux ennemis armés de missiles/torpilles avec des neutralisateurs technologiques à chaque occasion.

SHIPNULLIFIER_1_NAME     | Dissipateur de distorsion
SHIPNULLIFIER_1_BRIEF    | Réduit la vitesse des vaisseaux ennemis
SHIPNULLIFIER_1_DETAIL   | Les dissipateurs de distorsion sont des armes à longue portée qui perturbent les moteurs des vaisseaux ennemis, réduisant leur vitesse à chaque attaque.
SHIPNULLIFIER_1_INFO     | Le dissipateur de distorsion a une portée de trois cases et 50 % de chances de toucher. Les vaisseaux touchés par un dissipateur de distorsion voient leur vitesse de combat réduite de un et leur manœuvrabilité réduite de deux (ce qui réduit également leurs niveaux de base de défense contre les rayons et les missiles !).<br>Les dégâts infligés par les dissipateurs de distorsion sont cumulatifs au cours d'une bataille.

SHIPNULLIFIER_2_NAME     | Annulateur Cristallin
SHIPNULLIFIER_2_BRIEF    | Détruit les ordinateurs ennemis et la réparation automatique
SHIPNULLIFIER_2_DETAIL   | Brouille les ordinateurs de combat ennemis, l'ECM et la réparation automatique. Chaque attaque prend 1 niveau d'ordinateur et 5 % de capacité de guérison.


//
// Ship Weapon techs
//
SHIPWPN_0_NAME         | Laser
SHIPWPN_0_ITEM2        | Laser lourd
SHIPWPN_0_DETAIL       | Arme à faisceau à tir direct qui inflige 1 à 4 points de dégâts. Les lasers lourds ont une portée de deux espaces et infligent 1 à 7 points de dégâts.

SHIPWPN_1_NAME         | Laser Gatling
SHIPWPN_1_BRIEF        | Tire 4 fois/tour
SHIPWPN_1_DETAIL       | Un laser avancé qui tire jusqu'à quatre fois par tour et inflige 1 à 4 points de dégâts à chaque coup.
SHIPWPN_1_INFO         | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_2_NAME         | Canon à neutrons
SHIPWPN_2_BRIEF        | Réduit de moitié la force du bouclier
SHIPWPN_2_DETAIL       | Arme à flux de particules lourdes qui réduit de moitié l'efficacité des boucliers déflecteurs ennemis et inflige 2 à 5 points de dégâts.
SHIPWPN_2_INFO         | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_3_NAME         | Canon à ions
SHIPWPN_3_ITEM2        | Canon à ions lourds
SHIPWPN_3_DETAIL       | Armes à faisceau de haute intensité capables d'infliger 3 à 8 points de dégâts. Les canons à ions lourds frappent pendant 3 à 15 et ont une portée de deux espaces.

SHIPWPN_4_NAME         | Canon à projectiles
SHIPWPN_4_BRIEF        | Réduit de moitié la force du bouclier
SHIPWPN_4_DETAIL       | Un accélérateur linéaire qui divise par deux l'efficacité des boucliers déflecteurs ennemis et inflige 5 à 8 points de dégâts.
SHIPWPN_4_INFO         | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_5_NAME         | Pulseur à neutrons
SHIPWPN_5_ITEM2        | Blaster lourd à neutrons
SHIPWPN_5_DETAIL       | Armes à faisceau puissant capables d'infliger 3 à 12 points de dégâts. Les blasters à neutrons lourds frappent de 3 à 24 points et ont une portée de 2 espaces.

SHIPWPN_6_NAME         | Faisceau gravitonnel
SHIPWPN_6_BRIEF        | Attaque en continu
SHIPWPN_6_DETAIL       | Faisceau tracteur-répulseur capable de réduire les vaisseaux en pièces. Il frappe pour 1 à 15 points de dégâts, et l'effet de flux continu permet aux dégâts excédentaires de se propager à d'autres vaisseaux.
SHIPWPN_6_INFO         | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_7_NAME         | Faisceau rigidifié
SHIPWPN_7_BRIEF        | Réduit de moitié la force du bouclier
SHIPWPN_7_DETAIL       | Une arme à faisceau énergétique-matière qui réduit de moitié l'efficacité des boucliers déflecteurs ennemis et inflige 8 à 12 points de dégâts.
SHIPWPN_7_INFO         | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_8_NAME         | Faisceau de fusion
SHIPWPN_8_ITEM2        | Faisceau de fusion lourd
SHIPWPN_8_DETAIL       | Arme à faisceau de haute intensité capable de faire 4 à 16 points de dégâts. Les faisceaux de fusion lourds frappent de 4 à 30 points et ont une portée de 2 espaces.

SHIPWPN_9_NAME         | Canon mégaéclair
SHIPWPN_9_BRIEF        | +3 niveaux à toucher.
SHIPWPN_9_DETAIL       | Libère plusieurs éclairs d'énergie pure dans un large champ. Il a +30% de chances supplémentaires de toucher et inflige 2 à 20 points de dégâts.
SHIPWPN_9_INFO         | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_10_NAME        | Phaseur
SHIPWPN_10_ITEM2       | Phaseur lourd
SHIPWPN_10_DETAIL      | Rayons à énergie phasée capables d'infliger 5 à 20 points de dégâts. Les phaseurs lourds infligent 5 à 40 points de dégâts et ont une portée de deux cases.

SHIPWPN_11_NAME        | Pulseur automatique
SHIPWPN_11_BRIEF       | Tire 3 fois/tour
SHIPWPN_11_DETAIL      | Un pulseur à neutrons évolué qui tire jusqu'à trois fois par tour pour 4 à 16 points de dégâts par coup.
SHIPWPN_11_INFO        | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_12_NAME        | Faisceau Tachyon
SHIPWPN_12_BRIEF       | Attaque en continu
SHIPWPN_12_DETAIL      | Tire un flux intense de particules de tachyons qui frappent les vaisseaux ennemis pendant 1 à 25 coups. L'effet de flux continu permet aux dommages excédentaires de se propager à d'autres vaisseaux.
SHIPWPN_12_INFO        | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_13_NAME        | Canon automatique Gauss
SHIPWPN_13_BRIEF       | 1/2 Boucliers, tire 4x
SHIPWPN_13_DETAIL      | Un accélérateur linéaire avancé capable de tirer 4 obus explosifs par tour qui infligent 7 à 10 points de dégâts chacun. Ces cartouches de projectiles réduisent également de moitié l'efficacité des boucliers ennemis.
SHIPWPN_13_INFO        | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_14_NAME        | Faisceau de particules
SHIPWPN_14_BRIEF       | Réduit de moitié la force du bouclier
SHIPWPN_14_DETAIL      | Accélérateurs de particules à haute intensité capables de frapper les vaisseaux ennemis pour 10 à 20 points de dégâts et de réduire de moitié l'efficacité des boucliers déflecteurs.
SHIPWPN_14_INFO        | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_15_NAME        | Canon à plasma
SHIPWPN_15_DETAIL      | Tire des éclairs d'énergie intenses qui infligent 6 à 30 points de dégâts à une distance de 1.
SHIPWPN_15_INFO        | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_16_NAME        | Rayon de la mort
SHIPWPN_16_DETAIL      | Une arme ancienne d'une puissance incroyablement destructrice qui inflige 200 à 1000 points de dégâts et a une portée d'un espace.
SHIPWPN_16_INFO        | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_17_NAME        | Disrupteur
SHIPWPN_17_DETAIL      | Libère d'énormes éclairs d'énergie pure qui peuvent frapper des cibles ennemies jusqu'à deux espaces et leur infliger 10 à 40 points de dégâts.

SHIPWPN_18_NAME        | Phaseur d'impulsion
SHIPWPN_18_BRIEF       | Tire 3 fois/tour
SHIPWPN_18_DETAIL      | Un phaseur avancé capable de tirer 3 rafales par tour pour 5 à 20 points de dégâts à chaque coup.
SHIPWPN_18_INFO        | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_19_NAME        | Canon à plasma tri-focus
SHIPWPN_19_DETAIL      | Tire une triade de faisceaux de plasma à haute intensité capables d'infliger 20 à 50 points de dégâts.
SHIPWPN_19_INFO        | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_20_NAME        | Convertisseur stellaire
SHIPWPN_20_BRIEF       | Frappe les quatre boucliers
SHIPWPN_20_DETAIL      | Entoure la cible d'un champ de conversion matière-énergie extrêmement puissant, infligeant quatre attaques de 10 à 35 points. Il dispose d'une portée de 3 espaces.

SHIPWPN_21_NAME        | Appareil mutilateur
SHIPWPN_21_DETAIL      | Libère d'énormes quantités d'énergie concentrée sur les cibles ennemies, infligeant 20 à 100 points de dégâts.
SHIPWPN_21_INFO        | Disponible uniquement avec une portée de 1. (Pas de version longue portée)

SHIPWPN_22_NAME        | Le flux amibe
SHIPWPN_22_DETAIL      | Un flux qui fait 250-1000 points de dégâts et a une portée de 3 cases. Son effet de flux continu lui permet de transporter les dégâts d'un vaisseau à l'autre.

SHIPWPN_23_NAME        | Le rayon de cristal
SHIPWPN_23_DETAIL      | Un rayon qui entoure les boucliers d'une cible, délivrant 4 attaques pour 100-300 points de dégâts chacune. Il dispose d'une portée de 3 espaces.

SHIPWPN_24_NAME        | Fléchettes de méduses
SHIPWPN_24_DETAIL      | Une arme à fléchettes qui divise par cinq l'efficacité des boucliers déflecteurs ennemis et inflige 1 à 5 points de dégâts. Sa portée est de 3 cases.


//
// Soil Enrichment techs
//
SOILENRICH_NAME       | Technologies d'enrichissement des sols
SOILENRICH_DETAIL     | L'enrichissement (avancé) de sole ajoute le trait Fertile (Gaia) qui augmente la croissance démographique de  50% (100%) et augmente également la taille d'une planète de 25% (50%). Notez que les tailles des planètes sont arrondies par multiples de cinq, donc l'enrichissement du sol ne vous laissera pas avec une multitude de planètes ayant des tailles ridicules comme 63.<br>Notez que si une planète est déjà fertile, l'enrichissement avancé Gaia n'ajoutera que les 25% de taille manquants.

SOILENRICH_0_NAME     | Fertilisation du sol
SOILENRICH_0_DETAIL   | Convertit les planètes standard en environnements fertiles, augmentant la croissance démographique de 50 % et augmentant la taille planétaire de base de + 25 % pour un coût unique de 150 BC.

SOILENRICH_1_NAME     | Enrichissement avancé du sol
SOILENRICH_1_DETAIL   | Convertit les planètes standard et fertiles en gaïas, doublant la croissance démographique et augmentant la taille de base de la planète de + 50 % pour un coût unique de 300 Bc.


//
// Stargate tech
//
STARGATE_0_NAME      | Portes des étoiles
STARGATE_0_DETAIL    | Permet à vos vaisseaux de se déplacer entre deux planètes équipées de portes stellaires en un seul tour. Coût 3000 BC à construire.
STARGATE_0_INFO      | Les portes des étoiles sont construites sur vos planètes comme n'importe quel autre modèle de vaisseau, mais elles sont coûteuses : 3000 BC pour leur construction et 300 BC par tour pour leur entretien.<br>Ce coût d'entretien (10 % de leur coût) n'est jamais réduit par la miniaturisation. En comparaison, l'entretien des vaisseaux et des bases de missiles ne coûte que 2 % de leur coût par tour.<br>Vous ne pouvez pas utiliser les portes des étoiles des autres empires ou d'étoiles que vous ne possédez pas. Les portes des étoiles ne sont jamais capturées lorsque leur planète est conquise.


//
// Stasis Field tech
//
STASIS_0_NAME      | Champ de stase
STASIS_0_BRIEF     | Ennemi figé pendant 1 tour
STASIS_0_DETAIL    | Fige un groupe de vaisseaux ennemis, jusqu'à une case de distance, pendant un tour. Les vaisseaux figés ne peuvent ni attaquer ni être attaqués.
STASIS_0_INFO      | Il est préférable d'éviter de geler les navires ciblés par vos missiles ou torpilles, car cela protégera les navires ennemis de vos propres armes.


//
// Stream Weapon techs
//
STREAMWPN_NAME      | Technologies Projecteur de flux
STREAMWPN_DETAIL    | Les armes spéciales projecterices de flux ionique et de neutrons touchent toutes les vaisseaux du groupe de ciblé, contournant leurs boucliers.

STREAMWPN_0_NAME    | Projecteur de flux ionique
STREAMWPN_0_BRIEF   | Réduit l'armure ennemie de 20%
STREAMWPN_0_DETAIL  | Tire une explosion ionique intense, réduisant l'armure de chaque cible du groupe adverse de 20 % plus 1 % pour 2 vaisseaux qui tirent, jusqu'à un maximum de 50 % de ses points de vie de départ par attaque.

STREAMWPN_1_NAME    | Projecteur de flux de neutrons
STREAMWPN_1_BRIEF   | Réduit l'armure ennemie de 40%
STREAMWPN_1_DETAIL  | Tire une explosion de neutrinos concentrés, réduisant l'armure de chaque cible du groupe adverse de 40 % plus 1 % par vaisseau qui tire, jusqu'à un maximum de 75 % de ses points de vie par attaque.


//
// Subspace Interdictor tech
//
SUBSPACEINT_0_NAME    | Interdicteur sub-spatial
SUBSPACEINT_0_DETAIL  | Empêche l'utilisation de téléporteurs subspatiaux ennemis et de transporteurs de combat. L'appareil est automatiquement ajouté aux bases de missiles.


//
// Subspace Teleporter tech
//
SUBSPACETEL_0_NAME    | Téléporteur subspatial
SUBSPACETEL_0_BRIEF   | Téléporte le vaisseau au combat
SUBSPACETEL_0_DETAIL  | Téléporte les vaisseaux dans n'importe quel espace de la carte de combat et avant de déterminer normalement l'initiative de combat.
SUBSPACETEL_0_INFO    | Les téléporteurs subspatiaux ne sont pas affectés par les répulseurs et ne déclencheront pas de tir de réaction défensive automatique.<br>Incorporez rapidement les téléporteurs subspatiaux dans les nouvelles conceptions de vaisseaux, car leur période de plus grande utilité se termine une fois que les ennemis découvrent l'interdicteur subspatial.


//
// Ship Torpedo Weapon techs
//
TORPEDO_NAME          | Technologie des Torpilles
TORPEDO_DETAIL        | Les torpilles ont beaucoup de puissance et peuvent être tirées un nombre illimité de fois en combat.<br>Elles disposent également de bons ordinateurs de suivi qui s'ajoutent au niveau de l'ordinateur de combat du navire qui tire (si le navire est touché par un annulateur de technologie, cela affectera également les torpilles).<br>Elles ont cependant un petit inconvénient : elles ne peuvent tirer qu'une fois tous les deux tours, il faut donc un tour pour les recharger après les avoir tirées.

TORPEDO_0_NAME        | Torpilles anti-matière
TORPEDO_0_BRIEF       | Tire un tous les 2 tours
TORPEDO_0_DETAIL      | Des torpilles de poursuite à haute énergie qui infligent 30 points de dégâts mais ne peuvent être tirées qu'un tour sur deux. Chaque torpille est équipée d'un ordinateur de ciblage de niveau +4.

TORPEDO_1_NAME        | Torpilles feu de l'enfer
TORPEDO_1_BRIEF       | Touche les quatre boucliers
TORPEDO_1_DETAIL      | Torpilles à énergie enveloppante qui frappent simultanément tous les boucliers. Ils se déplacent à vitesse 5, sont guidés par un ordinateur de ciblage de niveau +6, infligeant des dégâts égaux à quatre attaques de 25 points.

TORPEDO_2_NAME        | Torpilles à protons
TORPEDO_2_BRIEF       | Tire un tous les 2 tours
TORPEDO_2_DETAIL      | Torpilles énergétiques à haut rendement qui infligent 75 points de dégâts mais ne peuvent être tirées qu'un tour sur deux. Chaque torpille est équipée d'un ordinateur de ciblage de niveau +6.

TORPEDO_3_NAME        | Torpilles à plasma
TORPEDO_3_BRIEF       | Perd 15 dégâts/hex
TORPEDO_3_DETAIL      | Torpilles à énergie pure qui infligent 150 points de dégâts et se déplacent à la vitesse 6, mais perdent 15 dégâts par case parcourue. Le lanceur tire un tour sur deux et dispose d'un ordinateur de guidage +7.
