

//
// Armor techs
// 
ARMOR_0_NAME     | Armadura de titanio
SUBSPACEINT_0_DETAIL  | Evita el uso de teletransportadores subespaciales enemigos y transportadores de combate. El dispositivo se agrega automáticamente a las bases de misiles.


//
// Subspace Teleporter tech
//
SUBSPACETEL_0_NAME    | Teletransportador subespacial
SUBSPACETEL_0_BRIEF   | Teletransporta naves en combate
SUBSPACETEL_0_DETAIL  | Teletransporta naves a cualquier espacio en el mapa de combate y antes de determinar la iniciativa de combate normalmente.


//
// Ship Torpedo Weapon techs
//
TORPEDO_0_NAME        | Torpedos de antimateria
TORPEDO_0_BRIEF       | Dispara uno por 2 turnos
TORPEDO_0_DETAIL      | Torpedos de seguimiento de alta energía que infligen 30 puntos de daño, pero solo pueden dispararse cada dos turnos. Cada torpedo está equipado con una computadora de puntería de nivel +4.

TORPEDO_1_NAME        | Torpedos de fuego infernal
TORPEDO_1_BRIEF       | Golpea los cuatro escudos
TORPEDO_1_DETAIL      | Torpedos de energía envolvente que golpean simultáneamente todos los escudos. Se mueven a velocidad 5, son guiados por una computadora de puntería de nivel +6, infligiendo daño equal to four 25-point attacks.

TORPEDO_2_NAME        | Torpedos de protones
TORPEDO_2_BRIEF       | Dispara uno por 2 turnos
TORPEDO_2_DETAIL      | Torpedos de energía de alto rendimiento que infligen 75 puntos de daño, pero solo pueden dispararse cada dos turnos. Cada torpedo está equipado con una computadora de puntería de nivel +6.

TORPEDO_3_NAME        | Torpedos de plasma
TORPEDO_3_BRIEF       | Pierde 15 de daño/hex
TORPEDO_3_DETAIL      | Torpedos de pura energía que infligen 150 puntos de daño y se mueven a velocidad 6, pero pierden 15 de daño por espacio recorrido. El lanzador dispara cada dos turnos y tiene una computadora de guía +7.

